Plaintext,Ciphertext,CipherType
Freshly baked cookies filled the air,Fhbdosl  rsl ae oke ildteareykcifehi,rail_fence
Freshly baked cookies filled the air,00101 10001 00100 10010 00111 01011 11000 00001 00000 01010 00100 00011 00010 01110 01110 01010 01000 00100 10010 00101 01000 01011 01011 00100 00011 10011 00111 00100 00000 01000 10001,bacon
The moon glowed brightly in the night sky,Aol tvvu nsvdlk iypnoasf pu aol upnoa zrf,caesar
The moon glowed brightly in the night sky,HGL KEEU BCETLR XDFBGHCI FU HGL UFBGH ZAI,substitution
The moon glowed brightly in the night sky,yks thgin eht ni ylthgirb dewolg noom ehT,transposition
The moon glowed brightly in the night sky,LLG DSHF KNFAXV FTZKALPA ZR MZI PZKAL WMP,vigenere
The moon glowed brightly in the night sky,GSV NLLM TOLDVW YIRTSGOB RM GSV MRTSG HPB,atbash
The moon glowed brightly in the night sky,ZRC QAAV MLAOCX NPWMRZLY WV ZRC VWMRZ UGY,affine
The moon glowed brightly in the night sky,VFKNWZUNSCOYACBFHIZFWHMUGYQGHIZMEW,playfair
The moon glowed brightly in the night sky,Tm wbh tntyh ongoe rgtyi h ih keoldilnegs,rail_fence
The moon glowed brightly in the night sky,10011 00111 00100 01100 01110 01110 01101 00110 01011 01110 10110 00100 00011 00001 10001 01000 00110 00111 10011 01011 11000 01000 01101 10011 00111 00100 01101 01000 00110 00111 10011 10010 01010 11000,bacon
The car engine roared to life,Ftq omd qzsuzq damdqp fa xurq,caesar
The car engine roared to life,DCJ SKF JINRIJ FUKFJL DU YRZJ,substitution
The car engine roared to life,efil ot deraor enigne rac ehT,transposition
The car engine roared to life,VVH GCF HRIWQI TCDVGR WS NWII,vigenere
The car engine roared to life,GSV XZI VMTRMV ILZIVW GL ORUV,atbash
The car engine roared to life,ZRC SIP CVMWVC PAIPCX ZA LWHC,affine
The car engine roared to life,VFODBDDUHLUDCKBDDGZKFLGK,playfair
The car engine roared to life,Tcenod eh a nierae olferg rti,rail_fence
The car engine roared to life,10011 00111 00100 00010 00000 10001 00100 01101 00110 01000 01101 00100 10001 01110 00000 10001 00100 00011 10011 01110 01011 01000 00101 00100,bacon
Old photographs lined the walls,Mjb nfmrmepynfq jglcb rfc uyjjq,caesar
Old photographs lined the walls,BJO PKBFBNDHPKQ JIMCO FKC EHJJQ,substitution
Old photographs lined the walls,sllaw eht denil shpargotohp dlO,transposition
Old photographs lined the walls,QZG TJCWSIFDTJG OMPSG XJS ZENZV,vigenere
Old photographs lined the walls,LOW KSLGLTIZKSH ORMVW GSV DZOOH,atbash
Old photographs lined the walls,ALX FRAZAMPIFRU LWVCX ZRC OILLU,affine
Old photographs lined the walls,CSANLYZKFDHVLPFLUDRUGYYBIZQZ,playfair
Old photographs lined the walls,Opopldell htgah ie h aldorsntws,rail_fence
Old photographs lined the walls,01110 01011 00011 01111 00111 01110 10011 01110 00110 10001 00000 01111 00111 10010 01011 01000 01101 00100 00011 10011 00111 00100 10110 00000 01011 01011 10010,bacon
He wore mismatched socks on purpose,Tq iadq yueymfotqp eaowe az bgdbaeq,caesar
He wore mismatched socks on purpose,OV QSZV FRGFUTWOVI GSWDG SJ KCZKSGV,substitution
He wore mismatched socks on purpose,esoprup no skcos dehctamsim erow eH,transposition
He wore mismatched socks on purpose,RI UYVC WMQWERMLCN WMMOQ YR NEVNYWC,vigenere
He wore mismatched socks on purpose,SV DLIV NRHNZGXSVW HLXPH LM KFIKLHV,atbash
He wore mismatched socks on purpose,RC OAPC QWUQIZSRCX UASGU AV FEPFAUC,affine
He wore mismatched socks on purpose,GYOKDKQFMNRVALDGZCROZCPQTDSYNO,playfair
He wore mismatched socks on purpose,Homaeo poewr imthdscso ups esc knre,rail_fence
He wore mismatched socks on purpose,00111 00100 10110 01110 10001 00100 01100 01000 10010 01100 00000 10011 00010 00111 00100 00011 10010 01110 00010 01010 10010 01110 01101 01111 10100 10001 01111 01110 10010 00100,bacon
The sound of a distant horn echoed,Pda okqjz kb w zeopwjp dknj aydkaz,caesar
The sound of a distant horn echoed,EHA CTROP TD Z PYCEZOE HTFO AVHTAP,substitution
The sound of a distant horn echoed,deohce nroh tnatsid a fo dnuos ehT,transposition
The sound of a distant horn echoed,LLG JSNFH QW E WAWVRRM ZSTE IVZSGU,vigenere
The sound of a distant horn echoed,GSV HLFMW LU Z WRHGZMG SLIM VXSLVW,atbash
The sound of a distant horn echoed,ZRC UAEVX AH I XWUZIVZ RAPV CSRACX,affine
The sound of a distant horn echoed,VFONEZUGKLBALQVRMULYDMODLYDG,playfair
The sound of a distant horn echoed,Tsd inoeeh on fadsathr codeuo t nh,rail_fence
The sound of a distant horn echoed,10011 00111 00100 10010 01110 10100 01101 00011 01110 00101 00000 00011 01000 10010 10011 00000 01101 10011 00111 01110 10001 01101 00100 00010 00111 01110 00100 00011,bacon
Leaves rustled in the autumn wind,Hawrao nqophaz ej pda wqpqij sejz,caesar
Leaves rustled in the autumn wind,ACDKCX NHXJACI BT JZC DHJHLT MBTI,substitution
Leaves rustled in the autumn wind,dniw nmutua eht ni deltsur sevaeL,transposition
Leaves rustled in the autumn wind,VIYFIQ BYQDPCN ML DLC KYREQL GMLN,vigenere
Leaves rustled in the autumn wind,OVZEVH IFHGOVW RM GSV ZFGFNM DRMW,atbash
Leaves rustled in the autumn wind,LCIJCU PEUZLCX WV ZRC IEZEQV OWVX,affine
Leaves rustled in the autumn wind,GOHYONDTMZGOBGMUGYDVUVNPBQUG,playfair
Leaves rustled in the autumn wind,Leuenet devsrsldi h uunwna t tami,rail_fence
Leaves rustled in the autumn wind,01011 00100 00000 10101 00100 10010 10001 10100 10010 10011 01011 00100 00011 01000 01101 10011 00111 00100 00000 10100 10011 10100 01100 01101 10110 01000 01101 00011,bacon
A basket of fruit sat on the counter,H ihzrla vm mybpa zha vu aol jvbualy,caesar
A basket of fruit sat on the counter,W EWFSGZ LB BAPMZ FWZ LQ ZTG HLPQZGA,substitution
A basket of fruit sat on the counter,retnuoc eht no tas tiurf fo teksab A,transposition
A basket of fruit sat on the counter,K FYCOCD SD PVSSX QKX MX XFO GMERROV,vigenere
A basket of fruit sat on the counter,Z YZHPVG LU UIFRG HZG LM GSV XLFMGVI,atbash
A basket of fruit sat on the counter,I NIUGCZ AH HPEWZ UIZ AV ZRC SAEVZCP,affine
A basket of fruit sat on the counter,BCCPEYZKITDTFXPCZKMUGYLCEUUKBT,playfair
A basket of fruit sat on the counter,As ftt  n akto ri a ntecutrbefusohoe,rail_fence
A basket of fruit sat on the counter,00000 00001 00000 10010 01010 00100 10011 01110 00101 00101 10001 10100 01000 10011 10010 00000 10011 01110 01101 10011 00111 00100 00010 01110 10100 01101 10011 00100 10001,bacon
The mountain peaks were dusted with snow,Lzw egmflsaf hwsck owjw vmklwv oalz kfgo,caesar
The mountain peaks were dusted with snow,HBF PZGQHUYQ CFUTI RFLF MGIHFM RYHB IQZR,substitution
The mountain peaks were dusted with snow,wons htiw detsud erew skaep niatnuom ehT,transposition
The mountain peaks were dusted with snow,DLC WSSXXYSR NOEIC ACBI BEWROH USXF CRMG,vigenere
The mountain peaks were dusted with snow,GSV NLFMGZRM KVZPH DVIV WFHGVW DRGS HMLD,atbash
The mountain peaks were dusted with snow,ZRC QAEVZIWV FCIGU OCPC XEUZCX OWZR UVAO,affine
The mountain peaks were dusted with snow,VFKNEZMUBHPQYDOMOYDKGEMZDGBQVFMPKO,playfair
The mountain peaks were dusted with snow,Tmt kedeish onanpaswr utdwt nweuie es ho,rail_fence
The mountain peaks were dusted with snow,10011 00111 00100 01100 01110 10100 01101 10011 00000 01000 01101 01111 00100 00000 01010 10010 10110 00100 10001 00100 00011 10100 10010 10011 00100 00011 10110 01000 10011 00111 10010 01101 01110 10110,bacon
She hummed a soft tune to herself,Oda dqiiaz w okbp pqja pk danoahb,caesar
She hummed a soft tune to herself,KQT QMCCTU N KFXR RMHT RF QTYKTSX,substitution
She hummed a soft tune to herself,flesreh ot enut tfos a demmuh ehS,transposition
She hummed a soft tune to herself,KLG YYFEIF R WHXX VLRX LS JVVLWPH,vigenere
She hummed a soft tune to herself,HSV SFNNVW Z HLUG GFMV GL SVIHVOU,atbash
She hummed a soft tune to herself,URC REQQCX I UAHZ ZEVC ZA RCPUCLH,affine
She hummed a soft tune to herself,PLYGTNNKABZCMKUVUDZKGYCMOGIT,playfair
She hummed a soft tune to herself,She tnorfh umdasf uet eslem ot he,rail_fence
She hummed a soft tune to herself,10010 00111 00100 00111 10100 01100 01100 00100 00011 00000 10010 01110 00101 10011 10011 10100 01101 00100 10011 01110 00111 00100 10001 10010 00100 01011 00101,bacon
The streets were empty late at night,Cqn bcanncb fnan nvych ujcn jc wrpqc,caesar
The streets were empty late at night,CXT ZCJTTCZ GTJT TBVCS FKCT KC YWNXC,substitution
The streets were empty late at night,thgin ta etal ytpme erew steerts ehT,transposition
The streets were empty late at night,LLG JXKWIVJ AXJI GDTMQ PCKI TL RKXLM,vigenere
The streets were empty late at night,GSV HGIVVGH DVIV VNKGB OZGV ZG MRTSG,atbash
The streets were empty late at night,ZRC UZPCCZU OCPC CQFZY LIZC IZ VWMRZ,affine
The streets were empty late at night,VFONKFWUZMOYDKKNMVOHRVYDUMLHFV,playfair
The streets were empty late at night,Tsew taaih tet eeepylt tngtersrm e h,rail_fence
The streets were empty late at night,10011 00111 00100 10010 10011 10001 00100 00100 10011 10010 10110 00100 10001 00100 00100 01100 01111 10011 11000 01011 00000 10011 00100 00000 10011 01101 01000 00110 00111 10011,bacon
His eyes sparkled with excitement,Abl xrxl litkdexw pbma xqvbmxfxgm,caesar
His eyes sparkled with excitement,QBH SYSH HMTKOUSE GBFQ SZNBFSXSLF,substitution
His eyes sparkled with excitement,tnemeticxe htiw delkraps seye siH,transposition
His eyes sparkled with excitement,JWV IASV WROUONSG AKHK IZQLXGAHRV,vigenere
His eyes sparkled with excitement,SRH VBVH HKZIPOVW DRGS VCXRGVNVMG,atbash
His eyes sparkled with excitement,RWU CYCU UFIPGLCX OWZR CTSWZCQCVZ,affine
His eyes sparkled with excitement,ILNOWYQZVHFRGOBEFXGYZBFXKNDUUZ,playfair
His eyes sparkled with excitement,He rdtxeti yssake ihectmnseplw ie,rail_fence
His eyes sparkled with excitement,00111 01000 10010 00100 11000 00100 10010 10010 01111 00000 10001 01010 01011 00100 00011 10110 01000 10011 00111 00100 10111 00010 01000 10011 00100 01100 00100 01101 10011,bacon
The fire crackled in the fireplace,Rfc dgpc apyaijcb gl rfc dgpcnjyac,caesar
The fire crackled in the fireplace,KEU DFAU GAOGVYUZ FS KEU DFAURYOGU,substitution
The fire crackled in the fireplace,ecalperif eht ni delkcarc erif ehT,transposition
The fire crackled in the fireplace,DLC PMPO GPKGIVIB SR RRI DSVCZPYMI,vigenere
The fire crackled in the fireplace,GSV URIV XIZXPOVW RM GSV URIVKOZXV,atbash
The fire crackled in the fireplace,ZRC HWPC SPISGLCX WV ZRC HWPCFLISC,affine
The fire crackled in the fireplace,VFKGFBODDBROGOBGMUGYGLDKSHBRWU,playfair
The fire crackled in the fireplace,Tf cd  ech iecake ntefrpaeerrlihil,rail_fence
The fire crackled in the fireplace,10011 00111 00100 00101 01000 10001 00100 00010 10001 00000 00010 01010 01011 00100 00011 01000 01101 10011 00111 00100 00101 01000 10001 00100 01111 01011 00000 00010 00100,bacon
Her voice was soothing like a lullaby,Axk ohbvx ptl lhhmabgz ebdx t eneetur,caesar
Her voice was soothing like a lullaby,QVU TLOEV ZKF FLLAQOMI BONV K BDBBKGH,substitution
Her voice was soothing like a lullaby,yballul a ekil gnihtoos saw eciov reH,transposition
Her voice was soothing like a lullaby,ZIT MSBUI YRW LGSVYMGY PKBI T DYNCEUQ,vigenere
Her voice was soothing like a lullaby,SVI ELRXV DZH HLLGSRMT ORPV Z OFOOZYB,atbash
Her voice was soothing like a lullaby,RCP JAWSC OIU UAAZRWVM LWGC I LELLINY,affine
Her voice was soothing like a lullaby,GYATWLDOYBQZWZVFGQHFFWYDGZIZBCWV,playfair
Her voice was soothing like a lullaby,Hvesonialye oc a otiglk  ulbriwsh ela,rail_fence
Her voice was soothing like a lullaby,00111 00100 10001 10101 01110 01000 00010 00100 10110 00000 10010 10010 01110 01110 10011 00111 01000 01101 00110 01011 01000 01010 00100 00000 01011 10100 01011 01011 00000 00001 11000,bacon
He stepped into the unknown,Li wxittih mrxs xli yrorsar,caesar
He stepped into the unknown,ME DLEVVEJ BRLA LME GRURAOR,substitution
He stepped into the unknown,nwonknu eht otni deppets eH,transposition
He stepped into the unknown,JS VXGDSIF WQXQ HKI WBNRQKQ,vigenere
He stepped into the unknown,SV HGVKKVW RMGL GSV FMPMLDM,atbash
He stepped into the unknown,RC UZCFFCX WVZA ZRC EVGVAOV,affine
He stepped into the unknown,GYMZYNNYBGMUKZGYEUEMKOQU,playfair
He stepped into the unknown,Htentuoesepdit h nnw p oekn,rail_fence
He stepped into the unknown,00111 00100 10010 10011 00100 01111 01111 00100 00011 01000 01101 10011 01110 10011 00111 00100 10100 01101 01010 01101 01110 10110 01101,bacon
A gentle mist hung over the meadow,R xvekcv dzjk ylex fmvi kyv dvrufn,caesar
A gentle mist hung over the meadow,A GVMWLV UDYW CHMG FKVI WCV UVAQFT,substitution
A gentle mist hung over the meadow,wodaem eht revo gnuh tsim eltneg A,transposition
A gentle mist hung over the meadow,S KGEXEW QKJX AMRI FZXJ XJV QXSHQN,vigenere
A gentle mist hung over the meadow,Z TVMGOV NRHG SFMT LEVI GSV NVZWLD,atbash
A gentle mist hung over the meadow,I MCVZLC QWUZ REVM AJCP ZRC QCIXAO,affine
A gentle mist hung over the meadow,DHDUZFKNLQVFEULEUYFKGYNKBAKO,playfair
A gentle mist hung over the meadow,An tnvtmo etems ugoe h edwglih rea,rail_fence
A gentle mist hung over the meadow,00000 00110 00100 01101 10011 01011 00100 01100 01000 10010 10011 00111 10100 01101 00110 01110 10101 00100 10001 10011 00111 00100 01100 00100 00000 00011 01110 10110,bacon
The door swung open to reveal a surprise,Ocz yjjm nrpib jkzi oj mzqzvg v npmkmdnz,caesar
The door swung open to reveal a surprise,KTM IAAX RLNHY AOMH KA XMJMBV B RNXOXZRM,substitution
The door swung open to reveal a surprise,esirprus a laever ot nepo gnuws rood ehT,transposition
The door swung open to reveal a surprise,LLG USHJ WYLRZ GTGE XH JIXVEE S WWITKAWG,vigenere
The door swung open to reveal a surprise,GSV WLLI HDFMT LKVM GL IVEVZO Z HFIKIRHV,atbash
The door swung open to reveal a surprise,ZRC XAAP UOEVM AFCV ZA PCJCIL I UEPFPWUC,affine
The door swung open to reveal a surprise,VFDGWZCMEXUNYSDUZKDKUYCHCPTDMALQWU,playfair
The door swung open to reveal a surprise,Td nptelsrh orsugoe orva  upieeow n ears,rail_fence
The door swung open to reveal a surprise,10011 00111 00100 00011 01110 01110 10001 10010 10110 10100 01101 00110 01110 01111 00100 01101 10011 01110 10001 00100 10101 00100 00000 01011 00000 10010 10100 10001 01111 10001 01000 10010 00100,bacon
She wrapped the gift with care,Bqn fajyynm cqn proc frcq ljan,caesar
She wrapped the gift with care,OIE HCYWWEX LIE BDPL HDLI VYCE,substitution
She wrapped the gift with care,erac htiw tfig eht depparw ehS,transposition
She wrapped the gift with care,KLG NVTHTGU XAW KKWX PAXJ TEKW,vigenere
She wrapped the gift with care,HSV DIZKKVW GSV TRUG DRGS XZIV,atbash
She wrapped the gift with care,URC OPIFFCX ZRC MWHZ OWZR SIPC,affine
She wrapped the gift with care,PLYODBQVDGVFDNLGXKFXLABDWU,playfair
She wrapped the gift with care,Swptg hrh rpe h itwt aeeadefic,rail_fence
She wrapped the gift with care,10010 00111 00100 10110 10001 00000 01111 01111 00100 00011 10011 00111 00100 00110 01000 00101 10011 10110 01000 10011 00111 00010 00000 10001 00100,bacon
The train whistled as it pulled out of the station,Kyv kirze nyzjkcvu rj zk glccvu flk fw kyv jkrkzfe,caesar
The train whistled as it pulled out of the station,WQO WSUZX EQZGWBOK UG ZW FRBBOK ARW AN WQO GWUWZAX,substitution
The train whistled as it pulled out of the station,noitats eht fo tuo dellup ti sa deltsihw niart ehT,transposition
The train whistled as it pulled out of the station,VVH XTOLR YVLWVZHH CG LX RIOPGR RYV CI XJS VXCHLSP,vigenere
The train whistled as it pulled out of the station,GSV GIZRM DSRHGOVW ZH RG KFOOVW LFG LU GSV HGZGRLM,atbash
The train whistled as it pulled out of the station,ZRC ZPIWV ORWUZLCX IU WZ FELLCX AEZ AH ZRC UZIZWAV,affine
The train whistled as it pulled out of the station,VFKUDBGQYILQZFDGCPFXNVIZDGEZZKMKGYMZRVLWQU,playfair
The train whistled as it pulled out of the station,Ttnies loohtoh ri hslda tple u ftesaineawt iudt  t,rail_fence
The train whistled as it pulled out of the station,10011 00111 00100 10011 10001 00000 01000 01101 10110 00111 01000 10010 10011 01011 00100 00011 00000 10010 01000 10011 01111 10100 01011 01011 00100 00011 01110 10100 10011 01110 00101 10011 00111 00100 10010 10011 00000 10011 01000 01110 01101,bacon
They watched the sunset from the balcony,Ftqk imfotqp ftq egzeqf rday ftq nmxoazk,caesar
They watched the sunset from the balcony,EGMY JVERGMO EGM PLFPME CSNB EGM HVQRNFY,substitution
They watched the sunset from the balcony,ynoclab eht morf tesnus eht dehctaw yehT,transposition
They watched the sunset from the balcony,VVHC YOWGJSG XJS VYPGHX HFRQ VVH FCZFSPM,vigenere
They watched the sunset from the balcony,GSVB DZGXSVW GSV HFMHVG UILN GSV YZOXLMB,atbash
They watched the sunset from the balcony,ZRCY OIZSRCX ZRC UEVUCZ HPAQ ZRC NILSAVY,affine
They watched the sunset from the balcony,VFYWYBZRGYRUGYNZPMKUMFKSVFWDCHLCPE,playfair
They watched the sunset from the balcony,T c  sf  chywthdtesne rmtebloyeaehutohan,rail_fence
They watched the sunset from the balcony,10011 00111 00100 11000 10110 00000 10011 00010 00111 00100 00011 10011 00111 00100 10010 10100 01101 10010 00100 10011 00101 10001 01110 01100 10011 00111 00100 00001 00000 01011 00010 01110 01101 11000,bacon
His heart raced with anticipation,Pqa pmizb zikml eqbp ivbqkqxibqwv,caesar
His heart raced with anticipation,JMD JEBHG HBPEC SMGJ BZGMPMLBGMQZ,substitution
His heart raced with anticipation,noitapicitna htiw decar traeh siH,transposition
His heart raced with anticipation,ZMU YITJX TRGXV AKKL TFXKTMISXKFR,vigenere
His heart raced with anticipation,SRH SVZIG IZXVW DRGS ZMGRXRKZGRLM,atbash
His heart raced with anticipation,RWU RCIPZ PISCX OWZR IVZWSWFIZWAV,affine
His heart raced with anticipation,ILPLYDFKDBDOBEFXPHMULBHQRVLWQU,playfair
His heart raced with anticipation,Hhtcw iani er ae ihatcptosardtnii,rail_fence
His heart raced with anticipation,00111 01000 10010 00111 00100 00000 10001 10011 10001 00000 00010 00100 00011 10110 01000 10011 00111 00000 01101 10011 01000 00010 01000 01111 00000 10011 01000 01110 01101,bacon
The stars twinkled above in the clear sky,Rfc qrypq ruglijcb yzmtc gl rfc ajcyp qiw,caesar
The stars twinkled above in the clear sky,IBL TIOKT IUPZJELA ODQVL PZ IBL SELOK TJX,substitution
The stars twinkled above in the clear sky,yks raelc eht ni evoba delkniwt srats ehT,transposition
The stars twinkled above in the clear sky,DLC CXYBW RGMLUPCN EZYZC SR RRI AVIYB WII,vigenere
The stars twinkled above in the clear sky,GSV HGZIH GDRMPOVW ZYLEV RM GSV XOVZI HPB,atbash
The stars twinkled above in the clear sky,ZRC UZIPU ZOWVGLCX INAJC WV ZRC SLCIP UGY,affine
The stars twinkled above in the clear sky,VFONVRCMXKGQOFDGBCYZWGMUGYLSYDCMEW,playfair
The stars twinkled above in the clear sky,Tssieb tcryh tr wnldaoei h la keatk vnees,rail_fence
The stars twinkled above in the clear sky,10011 00111 00100 10010 10011 00000 10001 10010 10011 10110 01000 01101 01010 01011 00100 00011 00000 00001 01110 10101 00100 01000 01101 10011 00111 00100 00010 01011 00100 00000 10001 10010 01010 11000,bacon
Her hair danced in the wind,Vsf vowf robqsr wb hvs kwbr,caesar
Her hair danced in the wind,GOC GWEC XWLQOX EL JGO YELX,substitution
Her hair danced in the wind,dniw eht ni decnad riah reH,transposition
Her hair danced in the wind,JSU LCWU HCBFIF WQ XJS ZMPR,vigenere
Her hair danced in the wind,SVI SZRI WZMXVW RM GSV DRMW,atbash
Her hair danced in the wind,RCP RIWP XIVSCX WV ZRC OWVX,affine
Her hair danced in the wind,GYAFBHDADPDOBGMUGYBQUG,playfair
